sentence,labels
"Böyük itki, məni sarsıtdı.",ad nn nn un
"İsti qucaq, məni isitdi.",ad nn nn un
"Məşhur müğənni, yeni albom çıxardı.",ad nn ad nn un
"Şirin söhbət, vaxtı unutdurdu.",ad nn nn un
"Zərif toxunuş, məni rahatlatdı.",ad nn nn un
"Əski xatirə, məni güldürdü.",ad nn nn un
"Dəyərli an, əbədi yadda qaldı.",ad nn ad un un
"Ucqar guşə, sakit idi.",ad nn ad un
"Şən musiqi, məni coşdurdu.",ad nn nn un
"Qədim sənət, hələ də yaşayır.",ad nn un un un
"Xoş ətir, ətrafı bürüdü.",ad nn nn un
"Gözəl təbəssüm, məni ovsunladı.",ad nn nn un
"Soyuq baxış, məni üşütdü.",ad nn nn un
"Tünd çay, məni oyandırdı.",ad nn nn un
"Böyük arzu, məni həyəcanlandırdı.",ad nn nn un
"Qısa film, məni təsirləndirdi.",ad nn nn un
"İsti çörək, məni doyurdu.",ad nn nn un
"Yeni fikir, məni sevindirdi.",ad nn nn un
"Sərt sözlər, məni incitdi.",ad nn nn un
"Məşhur rəqqasə, yeni tamaşada oynadı.",ad nn ad nn un
"Uzaq sahil, məni maraqlandırır.",ad nn nn un
"Yüksək ağac, göyə uzanırdı.",ad nn un un
"Ağır sual, məni düşündürdü.",ad nn nn un
"Zərif qoxu, məni rahatlatdı.",ad nn nn un
"Geniş yol, şəhərə aparır.",ad nn nn un
"Əski şəkil, məni güldürdü.",ad nn nn un
"Dəyərli dost, məni sevindirdi.",ad nn nn un
"Xoş xatirələr, məni sevindirdi.",ad nn nn un
"Kitab, bilik mənbəyi, insanı dünyaları kəşf etməyə vadar edir.",nn nn nn un nn un un un un
"Gözəl hava, parkda gəzmək üçün əla fürsətdir.",ad nn un un un nn un
"Böyük şəhər, həyatın sürətlə axdığı yerdir.",ad nn nn un un nn
"Kiçik qız, maraqlı gözlərlə dünyaya baxır.",ad nn ad nn un nn
"Yeni avtomobil, rahat və sürətlidir.",ad nn un un ad
"Sakit gecə, ulduzların parıltısı ilə gözəldir.",ad nn nn nn un ad
"Zəngin adam, çox pulu var.",ad nn un nn un
"Gənc oğlan, gələcəyə ümidlə baxır.",ad nn nn nn un
"Güclü dövlət, xalqını qoruyur.",ad nn nn un
"Sədaqətli dost, həmişə yanındadır.",ad nn un un
"Sakit çay, gözəl mənzərə yaradır.",ad nn ad nn un
"Qaranlıq meşə, sirrlərlə örtülüdür.",ad nn un un
"Məhsuldar torpaq, bol məhsul verir.",ad nn ad nn un
"Uzaq səma, sonsuz görünür.",ad nn ad un
"Sərin külək, rahatlıq gətirir.",ad nn nn un
"Bərəkətli il, bol ruzi gətirir.",ad nn ad nn un
"Təsirli nitq, insanları ruhlandırır.",ad nn nn nn
"Şirin xəyal, reallığa çevrilə bilər.",ad nn nn un un
"Uğurlu iş, zəhmətin bəhrəsidir.",ad nn nn nn
"Aydın səma, günəşin parıltısı ilə gözəldir.",ad nn nn nn un ad
"Qədim tarix, dərslərlə doludur.",ad nn un un
"Sakit həyat, xoşbəxtlik gətirir.",ad nn nn un
"Dərin düşüncə, yeni fikirlər yaradır.",ad nn ad nn un
"Sərin içki, yay istisində əla seçimdir.",ad nn nn nn un nn
"Qədim bina, tarixin izlərini daşıyır.",ad nn nn nn un
"Bərəkətli torpaq, bol məhsul verir.",ad nn ad nn un
"Yaxşı dost, həyatda ən böyük dəyərlərdən biridir.",ad nn nn nn ad nn un
"Təsirli musiqi, qəlbimizi titrədir.",ad nn nn nn
"Şirin yuxu, bizi rahatlandırır.",ad nn un un
"Uğurlu layihə, komanda işinin nəticəsidir.",ad nn nn nn nn
"Aydın hava, gəzmək üçün əla fürsətdir.",ad nn un nn un nn
"Böyük problem, birlikdə həll edilə bilər.",ad nn un un un un
"Sərt reallıq, bizi daha güclü edir.",ad nn nn un ad un
"Sakit axşam, düşünmək üçün əla vaxtdır.",ad nn un nn un nn
"Dərin sevgi, sözlərlə ifadə edilə bilməz.",ad nn nn un un un
"Uzaq məsafə, sevgimizi gücləndirir.",ad nn nn nn
"Qədim qala, əzəmətli görünür.",ad nn ad un
"Bərəkətli payız, bol meyvə verir.",ad nn ad nn un
"Yaxşı kitab, yeni dünyalar açır.",ad nn ad nn un
"Şirin təbəssüm, qəlbimizi isidir.",ad nn nn nn
"Uğurlu nəticə, bizi sevindirir.",ad nn nn nn
"Qədim xəritə, gizli xəzinələri göstərir.",ad nn ad nn un
"Məsum üz, bizi təsirləndirir.",ad nn nn nn
"Dərin yara, vaxtla sağalır.",ad nn nn un
"Bərəkətli yağış, torpağı canlandırır.",ad nn ad nn
"Yaxşı rəhbər, komandasını ruhlandırır.",ad nn nn nn
"Təsirli film, bizi ağladır.",ad nn nn nn
"Şirin mahnı, qəlbimizi oxşayır.",ad nn nn nn
"Uğurlu strategiya, bizi qələbəyə aparır.",ad nn nn nn nn
"Böyük problem, birlikdə həll edə bilərik.",ad nn un un un un
"Sakit səhər, yeni başlanğıclar üçün əla vaxtdır.",ad nn ad nn un nn nn
"Uzaq səyahət, bizi dəyişdirir.",ad nn nn nn
"Aydın dil, bizi birləşdirir.",ad nn nn nn
"Bərəkətli torpaq, bizi doyurur.",ad nn nn nn
"Yaxşı qonşu, bizi dəstəkləyir.",ad nn nn nn
"Təsirli kitab, bizi düşündürür.",ad nn nn nn
"Şirin nəğmə, bizi əyləndirir.",ad nn nn nn
"Ədalətli sistem, bizi qoruyur.",ad nn nn nn
"Aydın cavab, bizi rahatladır.",ad nn nn nn
"Qədim abidə, bizi heyrətləndirir.",ad nn nn nn
"Sərt həyat, bizi gücləndirir.",ad nn nn nn
"Sakit dəniz, bizi sakitləşdirir.",ad nn nn nn
"Dərin xəyal, bizi ruhlandırır.",ad nn nn nn
"Sərin kölgə, bizi qoruyur.",ad nn nn nn
"Qədim tapıntı, bizi maraqlandırır.",ad nn nn nn
"Aydın səs, bizi oyandırır.",ad nn nn nn
"Bərəkətli bağ, bizi bəsləyir.",ad nn nn nn
"Yaxşı həkim, bizi sağaldır.",ad nn nn nn
"Təsirli hekayət, bizi duyğulandırır.",ad nn nn nn
"Ədalətli qanun, bizi qoruyur.",ad nn nn nn
"Aydın düşüncə, bizi aydınladır.",ad nn nn nn
"Böyük səhv, bizi öyrədir.",ad nn nn nn
"Qədim şəhər, bizi maraqlandırır.",ad nn nn nn
"Sərt mübarizə, bizi gücləndirir.",ad nn nn nn
"Məsum ürək, bizi təsirləndirir.",ad nn nn nn
"Sakit musiqi, bizi rahatladır.",ad nn nn nn
"Dərin təsir, bizi dəyişdirir.",ad nn nn nn
"Uzaq mənzərə, bizi heyrətləndirir.",ad nn nn nn
"Sərin külək, bizi canlandırır.",ad nn nn nn
"Qədim kitab, bizi maarifləndirir.",ad nn nn nn
"Aydın məqsəd, bizi istiqamətləndirir.",ad nn nn nn
"Bərəkətli məhsul, bizi bəsləyir.",ad nn nn nn
"Yaxşı dost, bizi dəstəkləyir.",ad nn nn nn
"Təsirli şeir, bizi duyğulandırır.",ad nn nn nn
"Ədalətli cəmiyyət, bizi qoruyur.",ad nn nn nn
"Aydın izah, bizi aydınladır.",ad nn nn nn
"Böyük problem, bizi birləşdirir.",ad nn nn nn
"Sərt hava, bizi sınayır.",ad nn nn nn
"Məsum baxış, bizi təsirləndirir.",ad nn nn nn
"Sakit axşam, bizi dincəldir.",ad nn nn nn
"Dərin sevgi, bizi dəyişdirir.",ad nn nn nn
"Uzaq mənzil, bizi səsləndirir.",ad nn nn nn
"Sərin su, bizi canlandırır.",ad nn nn nn
"Qədim qala, bizi heyrətləndirir.",ad nn nn nn
"Aydın hədəf, bizi istiqamətləndirir.",ad nn nn nn
"Bərəkətli il, bizi bəsləyir.",ad nn nn nn
"Təsirli söhbət, bizi dəyişdirir.",ad nn nn nn
"Ədalətli hakim, bizi qoruyur.",ad nn nn nn
"Aydın xəbər, bizi maarifləndirir.",ad nn nn nn
"Qədim mətn, bizi maarifləndirir.",ad nn nn nn
"Sərt təcrübə, bizi gücləndirir.",ad nn nn nn
"Məsum uşaq, bizi sevindirir.",ad nn nn nn
"Dərin düşüncə, bizi dəyişdirir.",ad nn nn nn
"Uzaq ölkə, bizi maraqlandırır.",ad nn nn nn
"Sərin içki, bizi canlandırır.",ad nn nn nn
"Qədim bina, bizi heyrətləndirir.",ad nn nn nn
"Aydın mesaj, bizi aydınladır.",ad nn nn nn
"Bərəkətli torpaq, bizi bəsləyir.",ad nn nn nn
"Təsirli musiqi, bizi duyğulandırır.",ad nn nn nn
"Ədalətli hökm, bizi qoruyur.",ad nn nn nn
"Aydın hava, bizi sevindirir.",ad nn nn nn
"Qədim əlyazma, bizi maarifləndirir.",ad nn nn nn
"Sərt reallıq, bizi gücləndirir.",ad nn nn nn
"Uzaq məsafə, bizi gücləndirir.",ad nn nn nn
"Bərəkətli payız, bizi sevindirir.",ad nn nn nn
"Yaxşı kitab, bizi maarifləndirir.",ad nn nn nn
"Aydın səma, bizi ümidləndirir.",ad nn nn nn
"Qədim xəritə, bizi maraqlandırır.",ad nn nn nn
"Sərt qanun, bizi qoruyur.",ad nn nn nn
"Sakit gecə, bizi dincəldir.",ad nn nn nn
"Dərin yara, bizi dəyişdirir.",ad nn nn nn
"Uzaq ada, bizi sakitləşdirir.",ad nn nn nn
"Sərin meşə, bizi canlandırır.",ad nn nn nn
"Qədim hekayə, bizi maraqlandırır.",ad nn nn nn
"Bərəkətli yağış, bizi sevindirir.",ad nn nn nn
"Yaxşı rəhbər, bizi ruhlandırır.",ad nn nn nn
"Təsirli film, bizi duyğulandırır.",ad nn nn nn
"Ədalətli münsif, bizi qoruyur.",ad nn nn nn
"Sakit səhər, bizi dincəldir.",ad nn nn nn
"Dərin sual, bizi düşündürür.",ad nn nn nn
"Qədim kənd, sakit və gözəldir.",ad nn ad un ad
"Qısa müddət, hər şeyi dəyişdi.",ad nn un un un
"Sərin səhər, qaçmaq üçün əla vaxtdır.",ad nn un un un nn
"Qaranlıq gecə, qorxulu hekayələr üçün idealdır.",ad nn ad nn un ad
"Şirin söhbət, dostluğu gücləndirir.",ad nn nn nn
"Aydın səmada, günəş parlayır.",ad nn nn nn
"Qədim şəhər, tarixlə zəngindir.",ad nn un un
"Sərt qış, təbiəti dondurur.",ad nn nn nn
"Sakit həyat, xoşbəxtliyə aparır.",ad nn nn nn
"Dərin düşüncə, yeni ideyalar doğurur.",ad nn ad nn nn
"Uzaq səyahət, həyatı dəyişdirir.",ad nn nn nn
"Qədim bina, tarixi xatirələri saxlayır.",ad nn ad nn nn
"Yaxşı dost, həyatda dəyərli bir insandır.",ad nn nn nn ad nn
"O, qırmızı paltar geyinmişdi, lakin hava soyuq idi.",un ad nn un un nn ad un
"Uşaqlar, sevincli və enerjili, parkda oynayırdılar.",nn ad ad un nn un
"Bu gün, hava çox gözəldir, gəzməyə gedək!",un nn un ad un un un
"Sonda, mən dincəlməyə gedəcəyəm, çox sevincliyəm.",un un un un nn un
"Sonda, mən yuxuya gedəcəyəm, çox sevincliyəm.",un un un un nn un
"Yay gəldi, hər yer isti, dənizə getməyin vaxtıdır.",nn un un ad un nn un un
"Şirin meyvələr, bazarda, çoxdur.",ad nn un un
"Sevincli xəbər, hamını sevindirdi.",ad nn un un
"Şən uşaqlar, parkda, oynayırlar.",ad nn un un
"Qaranlıq gecə, məni qorxutdu.",ad nn un un
"Gülərüz insan, hər kəsi sevindirir.",ad nn nn un un
"Açıq fikirli insan, yeniliklərə açıqdır.",ad nn nn un un
"Yaradıcı rəssam, gözəl əsərlər yaradır.",ad nn ad nn un
"Təşəbbüskar insan, yeni işlər qurur.",ad nn nn un un
"Qənaətcil insan, pulunu düzgün xərcləyir.",ad nn nn un un
"Zəkalı şagird, imtahanda yüksək nəticə göstərdi.",ad nn un un ad nn
"Əyləncəli oyun, uşaqları sevindirdi.",ad nn un un
"Təcili yardım, dərhal gəldi.",ad nn un un
"Zəruri tədbirlər, dərhal görülməlidir.",ad nn un un
"Nadir tapıntı, arxeoloqları heyrətləndirdi.",ad nn un un
"Milli qəhrəman, xalqının qəlbini qazandı.",ad nn nn un un
"Texnoloji yenilik, həyatımızı asanlaşdırır.",ad nn un un
"Mədəni irs, qorunmalıdır.",ad nn un
"Siyasi sabitlik, ölkənin inkişafı üçün vacibdir.",ad nn nn un nn un
"Davamlı enerji, gələcəyimiz üçün vacibdir.",ad nn nn nn un
"Müasir rəqs, gənclər arasında populyardır.",ad nn nn un un
"İdman etmək, sağlamlığımız üçün vacibdir.",nn un nn nn un
"Səyahət etmək, dünyanı görmək üçün əla fürsətdir.",nn un nn un un ad nn
"Xarici dil öyrənmək, yeni imkanlar açır.",ad nn un ad nn un
"Uşaq böyütmək, böyük bir məsuliyyətdir.",nn un ad nn un
"Səbr etmək, həyatda uğur qazanmağın açarıdır.",nn un nn nn un nn
"Cəsarətli olmaq, qorxularımızı aşmağa kömək edir.",nn un nn nn un un
"Bağışlamaq, qəlbimizi rahatlaşdırır.",nn nn un
"Gülmək, hər kəsə yaxşı təsir edir.",nn un un ad nn un
"Hekayə danışmaq, xəyallarımızı gerçəkləşdirməyə kömək edir.",nn nn nn nn un un
"İdman etmək, sağlamlığımızı qorumağa kömək edir.",nn nn nn nn un un
"Təbiəti qorumaq, gələcək nəsillər üçün vacibdir.",nn nn nn nn un un
"Heyvanlara qayğı göstərmək, insanlığın bir borcudur.",nn nn nn nn nn un
"Ev almaq, həyatda mühüm bir addımdır.",nn nn nn ad nn un
"Oyun oynamaq, əylənmək üçün əla bir yoldur.",nn nn nn nn ad nn un
"Bu, dadlı tort, çox şirindir.",un ad nn un ad
Məktəb yeni və müasirdir.,nn ad un ad
"O, böyük bağçada oynayır.",un ad nn un
"O, uzun səyahətə çıxdı.",un ad nn un
Şəhər böyük və səs-küylüdür.,nn ad un ad
"Bu, maraqlı sualdır.",un ad nn
Məktəb böyük və genişdir.,nn ad un ad
Mənim anam dadlı tort bişirdi.,un nn ad nn un
"Bu, qısa məqalədir.",un ad nn
Mən sevimli serialıma baxıram.,un ad nn un
"O, yaxşı dostdur.",un ad nn
Dəniz soyuq və dalğalıdır.,nn ad un ad
Məktəb müasir və təmizdir.,nn ad un ad
"Bu, bahalı telefon, yenidir.",un ad nn un
Günəş isti və parlaqdır.,nn ad un ad
Kitab düşündürücü və maraqlıdır.,nn ad un ad
Mənim anam gözəl gül əkdi.,un nn ad nn un
Şəhər müasir və səs-küylüdür.,nn ad un ad
"Bu, çətin sualdır.",un ad nn
"Bu, qədim məbəd, tarixi abidədir.",un ad nn ad nn
Dəniz səssiz və sakitdir.,nn ad un ad
Məktəb böyük və işıqlıdır.,nn ad un ad
"O, böyük parkda gəzdi.",un ad nn un
Günəş parlaq və xoşdur.,nn ad un ad
Kitab faydalı və düşündürücüdür.,nn ad un ad
Mənim anam dadlı şirniyyat bişirdi.,un nn ad nn un
"Bu, qısa şeirdir.",un ad nn
Şəhər böyük və gözəldir.,nn ad un ad
Mən sevimli içkini içirəm.,un ad nn un
"Bu, çətin tapmacadır.",un ad nn
"Mənim yeni köynəyim, çox rahatdır.",un ad nn un ad
Məktəb müasir və böyükdür.,nn ad un ad
"Bu, bahalı avtomobildir.",un ad nn
"O, böyük otaqda oturdu.",un ad nn un
Kitab maraqlı və asandır.,nn ad un ad
Mənim anam dadlı yemək hazırladı.,un nn ad nn un
"Bu, qısa xəbərdir.",un ad nn
Mən sevimli mahnını oxudum.,un ad nn un
"Bu, çətin imtahandır.",un ad nn
Hava soyuq və qarlıdır.,nn ad un ad
"Mənim yeni ayaqqabım, çox rahatdır.",un ad nn un ad
"Bu, qədim xalça, tarixi əsərdir.",un ad nn ad nn
"O, maraqlı hekayə yazdı.",un ad nn un
Dəniz təmiz və mavidir.,nn ad un ad
"O, böyük bağda oynayır.",un ad nn un
Kitab faydalı və maraqlıdır.,nn ad un ad
Mənim anam gözəl tort bişirdi.,un nn ad nn un
"Bu, qısa məktubdur.",un ad nn
Şəhər müasir və gözəldir.,nn ad un ad
"Köhnə dost, əzizdir.",ad nn ad
"Gözəl mənzərə, heyranedicidir.",ad nn ad
"Yüksək dağ, möhtəşəmdir.",ad nn ad
"Kiçik çay, sakitdir.",ad nn ad
"Sən, gözəl bir mahnı oxuyursan.",un ad un nn un
"Onlar, böyük bir bağ saldılar.",un ad un nn un
"Mən, qırmızı bir köynək geyindim.",un ad un nn un
"Siz, dərin bir quyu qazdınız.",un ad un nn un
"O, yüksək bir bina tikdi.",un ad un nn un
"Sən, köhnə bir şəkil tapdın.",un ad un nn un
Çox gözəl bir gün!,un ad un nn
Hava çox istidir.,nn un ad
Dəniz çox sakitdir.,nn un ad
Günəş çox parlaqdır.,nn un ad
Torpaq çox yaşdır.,nn un ad
Ağac çox hündürdür.,nn un ad
Çiçək çox ətirlidir.,nn un ad
Pişik çox şirindir.,nn un ad
İt çox sadiqdir.,nn un ad
"Onun köhnə evi, çox rahatdır.",un ad nn un ad
"Sizin gözəl bağınız, çox genişdir.",un ad nn un ad
"Bizim böyük ofisimiz, çox işıqlıdır.",un ad nn un ad
"Sənin dərin düşüncələrin, çox maraqlıdır.",un ad nn un ad
"Onların yüksək nailiyyətləri, çox təqdirəlayiqdir.",un ad nn un ad
"Sizin köhnə dostunuz, çox səmimidir.",un ad nn un ad
"Onun maraqlı hekayələri, çox məşhurdur.",un ad nn un ad
"Bizim yaxşı müəllimimiz, çox biliklidir.",un ad nn un ad
"Onlar, güclü bir komanda idilər.",un ad un nn un
"Onun ən böyük arzusu, səyahət etməkdir.",un un ad nn un un
"Sizin ən dərin qorxunuz, nədir?",un un ad nn un
"Sənin ən kiçik uğurun, mənim üçün böyükdür.",un un ad nn un un ad
"Onların ən köhnə adətləri, hələ də yaşayır.",un un ad nn un un un
"Mənim ən maraqlı kitabım, detektivdir.",un un ad nn nn
"Bizim ən dərin sirlərimiz, gizlidir.",un un ad nn ad
"O, soyuq bir qış gecəsində itdi.",un ad un nn nn un
"Biz, təmiz bir su içdik.",un ad un nn un
"Sən, bulanıq bir çayda üzdün.",un ad un nn un
"Mən, yaş bir paltarda üşüdüm.",un ad un nn un
"Siz, parlaq bir ulduza baxdınız.",un ad un nn un
"Biz, işıqlı bir küçədə gəzdik.",un ad un nn un
"Sən, səssiz bir meşədə dincəldin.",un ad un nn un
"Mənim uzun saçlarım, darıdırıcıdır.",un ad nn ad
"Onun qısa ətəyi, zərifdir.",un ad nn ad
"Sizin geniş bağınız, gözəldir.",un ad nn ad
"Bizim dar pilləkənlərimiz, təhlükəlidir.",un ad nn ad
"Sənin dəyirmi masan, rahatdır.",un ad nn ad
"Onların düz xətləri, səliqəlidir.",un ad nn ad
"Mənim yumşaq yatağım, rahatladıcıdır.",un ad nn ad
"Sizin sərt divarlarınız, soyuqdur.",un ad nn ad
"Onun iti bıçağı, qorxuludur.",un ad nn ad
"Bizim küt alətlərimiz, faydasızdır.",un ad nn ad
"Biz, dəyərli bir fürsəti qaçırdıq.",un ad un nn un
"Sən, ucuz bir bilet aldın.",un ad un nn un
"Onlar, bahalı bir maşın sürürlər.",un ad un nn un
"Mən, asan bir yolu seçdim.",un ad un nn un
"O, düz bir yolda getdi.",un ad un nn un
"Sən, geniş bir otağı təmizlədin.",un ad un nn un
"Onun son sözləri, kədərlidir.",un ad nn ad
"Sizin yeni işiniz, maraqlıdır.",un ad nn ad
"Bizim köhnə evimiz, rahatdır.",un ad nn ad
"Sənin sağ ayağın, ağrıyır.",un ad nn un
"Onların sol əlləri, güclüdür.",un ad nn ad
"Mənim böyük qardaşım, məsuliyyətlidir.",un ad nn ad
"Sizin kiçik bacınız, şirindir.",un ad nn ad
"Onun dərin düşüncələri, ağıllıdır.",un ad nn ad
"Bizim yüksək ümidlərimiz, reallaşacaq.",un ad nn un
"O, cansız bir kukla kimidir.",un ad un nn un
"Biz, sakit bir kənddə yaşayırıq.",un ad un nn un
"Sən, səsli bir film izlədin.",un ad un nn un
"Onlar, səssiz bir otaqda oturdular.",un ad un nn un
"Mən, işıqlı bir yerdə dayandım.",un ad un nn un
"Siz, qaranlıq bir tuneldən keçdiniz.",un ad un nn un
"Biz, soyuq bir havada gəzdik.",un ad un nn un
"Sən, şirin bir meyvə yedin.",un ad un nn un
"Mənim yorğun gözlərim, bağlanır.",un ad nn un
"Sizin sağlam ağlınız, aydındır.",un ad nn ad
"Bizim xəstə qəlbimiz, ağrıyır.",un ad nn un
"Sənin təmiz əllərin, safdır.",un ad nn ad
"Onların çirkli ayaqları, qoxuyur.",un ad nn un
"Mənim böyük ürəyim, sevir.",un ad nn un
"Sizin kiçik ciyərləriniz, zəifdir.",un ad nn ad
"Onun dərin nəfəsi, sakitləşdiricidir.",un ad nn ad
"Bizim yüksək səsimiz, eşidilir.",un ad nn un
"Bu, düzgün bir qərardır.",un ad un nn
"O, səhv bir yolu seçdi.",un ad un nn un
"Biz, ədalətli bir məhkəmə gözləyirik.",un ad un nn un
"Sən, haqsız bir ittihamla üzləşdin.",un ad un nn un
"Mən, gizli bir mesaj aldım.",un ad un nn un
"Siz, aydın bir cavab verdiniz.",un ad un nn un
"O, qaranlıq bir sirri saxladı.",un ad un nn un
"Biz, işıqlı bir ümid bəsləyirik.",un ad un nn un
"Sən, səssiz bir ah çəkdin.",un ad un nn un
"Onun yaxşı əməlləri, təqdirəlayiqdir.",un ad nn ad
"Sizin dərin bilikləriniz, heyranedicidir.",un ad nn ad
"Bizim boş vaxtımız, azdır.",un ad nn ad
"Sənin dolu ciblərin, ağırdır.",un ad nn ad
"Onların isti münasibətləri, ürəkaçandır.",un ad nn ad
"Mənim soyuq əllərim, donur.",un ad nn un
"Sizin təmiz vicdanınız, rahatdır.",un ad nn ad
"Onun çirkli düşüncələri, iyrəncdir.",un ad nn ad
"Bizim dəyərli zamanımız, gedir.",un ad nn un
"O, kasıb bir ailədə böyüdü.",un ad un nn un
"Biz, müasir bir dövrdə yaşayırıq.",un ad un nn un
"Sən, qədim bir əsərdən danışdın.",un ad un nn un
"Mən, köhnə bir dostla görüşdüm.",un ad un nn un
"Siz, məşhur bir müğənnini dinlədiniz.",un ad un nn un
"O, sakit bir musiqi bəstələdi.",un ad un nn un
"Biz, qəzəbli bir izdihamla qarşılaşdıq.",un ad un nn un
"Sən, sevincək bir xəbər aldın.",un ad un nn un
"Onun mənasız sözləri, incidir.",un ad nn un
"Sizin qəribə davranışlarınız, düşündürücüdür.",un ad nn ad
"Bizim aydın məqsədlərimiz, var.",un ad nn un
"Sənin gizli istəklərin, məlumdur.",un ad nn ad
"Onların dərin sirləri, qorunur.",un ad nn un
"Mənim sərt baxışlarım, qorxudur.",un ad nn un
"Sizin yumşaq toxunuşlarınız, rahatladır.",un ad nn un
"Onun isti qucağı, sığınacaqdır.",un ad nn nn
"Bizim soyuq münasibətlərimiz, soyuyur.",un ad nn un
"Onlar, ədalətli bir qərar verdilər.",un ad un nn un
"Mən, haqsız bir rəftar gördüm.",un ad un nn un
"Siz, açıq bir ürəklə danışdınız.",un ad un nn un
"O, gizli bir mesaj göndərdi.",un ad un nn un
"Biz, aydın bir plan qurduq.",un ad un nn un
